Name,League,Team,Stat,Versus,Prizepicks,Odds Type
Ryan Kreidler,MLB,DET,Stolen Bases,LAD,0.5,demon
Jake Fraley,MLB,CIN,Home Runs,SF,0.5,demon
Shohei Ohtani,MLB,LAD,Stolen Bases,DET,0.5,demon
Jeimer Candelario,MLB,CIN,Home Runs,SF,0.5,demon
Teoscar Hernández,MLB,LAD,Stolen Bases,DET,0.5,demon
Joey Bart,MLB,PIT,Home Runs,MIA,0.5,demon
Tommy Edman,MLB,LAD,Stolen Bases,DET,0.5,demon
Jonathan Aranda,MLB,TB,Home Runs,COL,0.5,demon
Zach McKinstry,MLB,DET,Stolen Bases,LAD,0.5,demon
Jung Hoo Lee,MLB,SF,Home Runs,CIN,0.5,demon
Brent Rooker,MLB,OAK,Stolen Bases,SEA,0.5,demon
Hunter Goodman,MLB,COL,Total Bases,TB,3.5,demon
Ryan McMahon,MLB,COL,Doubles,TB,0.5,demon
Jonathan Aranda,MLB,TB,RBIs,COL,0.5,demon
Danny Jansen,MLB,TB,Walks,COL,0.5,demon
Taylor Walls,MLB,TB,Runs,COL,0.5,demon
Danny Jansen,MLB,TB,Runs,COL,0.5,demon
Junior Caminero,MLB,TB,Doubles,COL,0.5,demon
Jonny DeLuca,MLB,TB,Walks,COL,0.5,demon
Michael Toglia,MLB,COL,Singles,TB,0.5,demon
Jonny DeLuca,MLB,TB,RBIs,COL,1.5,demon
Ryan McMahon,MLB,COL,Walks,TB,0.5,demon
Jonathan Aranda,MLB,TB,Total Bases,COL,3.5,demon
Christopher Morel,MLB,TB,Hits,COL,0.5,goblin
Yandy Díaz,MLB,TB,Hits,COL,1.5,demon
Jonny DeLuca,MLB,TB,Doubles,COL,0.5,demon
Michael Toglia,MLB,COL,Total Bases,TB,1.5,demon
Kris Bryant,MLB,COL,RBIs,TB,0.5,demon
Taylor Walls,MLB,TB,Total Bases,COL,2.5,demon
Danny Jansen,MLB,TB,Hits+Runs+RBIs,COL,0.5,goblin
Christopher Morel,MLB,TB,Walks,COL,0.5,demon
Danny Jansen,MLB,TB,Total Bases,COL,2.5,demon
Brandon Lowe,MLB,TB,Hits+Runs+RBIs,COL,2.5,demon
Jonathan Aranda,MLB,TB,Doubles,COL,0.5,demon
Junior Caminero,MLB,TB,RBIs,COL,0.5,demon
Yandy Díaz,MLB,TB,Singles,COL,1.5,demon
Junior Caminero,MLB,TB,Singles,COL,1.5,demon
Jordan Beck,MLB,COL,Hits,TB,1.5,demon
Junior Caminero,MLB,TB,Walks,COL,0.5,demon
Brandon Lowe,MLB,TB,Hits,COL,0.5,goblin
Andrew McCutchen,MLB,PIT,Hits+Runs+RBIs,MIA,1.5,standard
Hunter Goodman,MLB,COL,Total Bases,TB,2.5,demon
Brenton Doyle,MLB,COL,Hits,TB,1.5,demon
Jonny DeLuca,MLB,TB,Runs,COL,0.5,demon
Hunter Goodman,MLB,COL,Hits,TB,1.5,demon
Christopher Morel,MLB,TB,Total Bases,COL,3.5,demon
Brenton Doyle,MLB,COL,Total Bases,TB,0.5,goblin
Junior Caminero,MLB,TB,Home Runs,COL,0.5,demon
Taylor Walls,MLB,TB,Hits+Runs+RBIs,COL,0.5,goblin
Brenton Doyle,MLB,COL,Singles,TB,1.5,demon
Brenton Doyle,MLB,COL,Total Bases,TB,2.5,demon
Junior Caminero,MLB,TB,Hits,COL,0.5,goblin
Junior Caminero,MLB,TB,Total Bases,COL,0.5,goblin
Junior Caminero,MLB,TB,Hits+Runs+RBIs,COL,2.5,demon
Brandon Lowe,MLB,TB,Total Bases,COL,0.5,goblin
Brenton Doyle,MLB,COL,Total Bases,TB,4.5,demon
Brenton Doyle,MLB,COL,Hits,TB,0.5,goblin
Brandon Lowe,MLB,TB,Hits,COL,1.5,demon
Ezequiel Tovar,MLB,COL,Total Bases,TB,4.5,demon
Junior Caminero,MLB,TB,Total Bases,COL,2.5,demon
Hunter Goodman,MLB,COL,Total Bases,TB,4.5,demon
Brandon Lowe,MLB,TB,Total Bases,COL,3.5,demon
Taylor Walls,MLB,TB,Doubles,COL,0.5,demon
Brandon Lowe,MLB,TB,Runs,COL,1.5,demon
Yandy Díaz,MLB,TB,Total Bases,COL,3.5,demon
Ezequiel Tovar,MLB,COL,RBIs,TB,1.5,demon
Valente Bellozo,MLB,MIA,Pitcher Strikeouts,PIT,3.5,standard
Ezequiel Tovar,MLB,COL,Total Bases,TB,2.5,demon
Jordan Beck,MLB,COL,RBIs,TB,0.5,demon
Ryan McMahon,MLB,COL,RBIs,TB,0.5,demon
Yandy Díaz,MLB,TB,Total Bases,COL,4.5,demon
Christopher Morel,MLB,TB,Total Bases,COL,2.5,demon
Jordan Beck,MLB,COL,Singles,TB,0.5,demon
Christopher Morel,MLB,TB,Runs,COL,1.5,demon
Kris Bryant,MLB,COL,Total Bases,TB,1.5,demon
Nick Martini,MLB,COL,Walks,TB,0.5,demon
Michael Toglia,MLB,COL,Hits+Runs+RBIs,TB,0.5,goblin
Jordan Beck,MLB,COL,Total Bases,TB,1.5,demon
Taylor Walls,MLB,TB,RBIs,COL,0.5,demon
Yandy Díaz,MLB,TB,Total Bases,COL,0.5,goblin
Junior Caminero,MLB,TB,Total Bases,COL,4.5,demon
Ryan McMahon,MLB,COL,Runs,TB,0.5,demon
Nick Martini,MLB,COL,Total Bases,TB,3.5,demon
Kris Bryant,MLB,COL,Runs,TB,0.5,demon
Christopher Morel,MLB,TB,RBIs,COL,1.5,demon
Brandon Lowe,MLB,TB,Walks,COL,0.5,demon
Taylor Walls,MLB,TB,Total Bases,COL,1.5,demon
Michael Toglia,MLB,COL,Doubles,TB,0.5,demon
Jonathan Aranda,MLB,TB,Hits,COL,1.5,demon
Jordan Beck,MLB,COL,Doubles,TB,0.5,demon
Jordan Beck,MLB,COL,Total Bases,TB,2.5,demon
Jordan Beck,MLB,COL,Total Bases,TB,3.5,demon
Kris Bryant,MLB,COL,Total Bases,TB,3.5,demon
Junior Caminero,MLB,TB,Total Bases,COL,3.5,demon
Hunter Goodman,MLB,COL,Doubles,TB,0.5,demon
Jonny DeLuca,MLB,TB,RBIs,COL,0.5,demon
Ryan McMahon,MLB,COL,Hits,TB,1.5,demon
Hunter Goodman,MLB,COL,Total Bases,TB,1.5,demon
Michael Toglia,MLB,COL,Hits,TB,1.5,demon
Ryan McMahon,MLB,COL,Hits+Runs+RBIs,TB,0.5,goblin
Brenton Doyle,MLB,COL,Doubles,TB,0.5,demon
Ezequiel Tovar,MLB,COL,Hits+Runs+RBIs,TB,0.5,goblin
Christopher Morel,MLB,TB,Total Bases,COL,0.5,goblin
Danny Jansen,MLB,TB,RBIs,COL,0.5,demon
Jonny DeLuca,MLB,TB,Total Bases,COL,3.5,demon
Ryan McMahon,MLB,COL,Total Bases,TB,2.5,demon
Michael Toglia,MLB,COL,Total Bases,TB,4.5,demon
Yandy Díaz,MLB,TB,Hits,COL,2.5,demon
Christopher Morel,MLB,TB,Hits+Runs+RBIs,COL,2.5,demon
Kris Bryant,MLB,COL,Hits,TB,1.5,demon
Brandon Lowe,MLB,TB,RBIs,COL,1.5,demon
Yandy Díaz,MLB,TB,Total Bases,COL,2.5,demon
Brandon Lowe,MLB,TB,Doubles,COL,0.5,demon
Nick Martini,MLB,COL,Runs,TB,0.5,demon
Nick Martini,MLB,COL,Doubles,TB,0.5,demon
Jordan Beck,MLB,COL,Runs,TB,0.5,demon
Hunter Goodman,MLB,COL,RBIs,TB,1.5,demon
Michael Toglia,MLB,COL,RBIs,TB,0.5,demon
Brandon Lowe,MLB,TB,Total Bases,COL,2.5,demon
Jonny DeLuca,MLB,TB,Total Bases,COL,2.5,demon
Michael Toglia,MLB,COL,Total Bases,TB,3.5,demon
Taylor Walls,MLB,TB,Walks,COL,0.5,demon
Brenton Doyle,MLB,COL,RBIs,TB,0.5,demon
Brandon Lowe,MLB,TB,Singles,COL,1.5,demon
Jonathan Aranda,MLB,TB,Walks,COL,0.5,demon
Brenton Doyle,MLB,COL,Hits+Runs+RBIs,TB,2.5,demon
Christopher Morel,MLB,TB,Doubles,COL,0.5,demon
Jonathan Aranda,MLB,TB,Hits,COL,0.5,goblin
Jonathan Aranda,MLB,TB,RBIs,COL,1.5,demon
Yandy Díaz,MLB,TB,RBIs,COL,1.5,demon
Taylor Walls,MLB,TB,Hits,COL,1.5,demon
Christopher Morel,MLB,TB,Hits,COL,1.5,demon
Yandy Díaz,MLB,TB,Doubles,COL,0.5,demon
Yandy Díaz,MLB,TB,RBIs,COL,0.5,demon
Michael Toglia,MLB,COL,RBIs,TB,1.5,demon
Kris Bryant,MLB,COL,Total Bases,TB,2.5,demon
Ezequiel Tovar,MLB,COL,Runs,TB,0.5,demon
Ezequiel Tovar,MLB,COL,Hits,TB,0.5,goblin
Hunter Goodman,MLB,COL,Hits+Runs+RBIs,TB,0.5,goblin
Jonny DeLuca,MLB,TB,Hits+Runs+RBIs,COL,0.5,goblin
Junior Caminero,MLB,TB,Hits,COL,1.5,demon
Ryan McMahon,MLB,COL,Total Bases,TB,3.5,demon
Christopher Morel,MLB,TB,RBIs,COL,0.5,demon
Yandy Díaz,MLB,TB,Hits,COL,0.5,goblin
Jordan Beck,MLB,COL,Hits+Runs+RBIs,TB,1.5,demon
Danny Jansen,MLB,TB,Doubles,COL,0.5,demon
Michael Toglia,MLB,COL,Total Bases,TB,2.5,demon
Christopher Morel,MLB,TB,Total Bases,COL,1.5,demon
Danny Jansen,MLB,TB,RBIs,COL,1.5,demon
Danny Jansen,MLB,TB,Total Bases,COL,3.5,demon
Jonathan Aranda,MLB,TB,Hits+Runs+RBIs,COL,2.5,demon
Brenton Doyle,MLB,COL,Walks,TB,0.5,demon
Jonathan Aranda,MLB,TB,Singles,COL,1.5,demon
Brandon Lowe,MLB,TB,RBIs,COL,0.5,demon
Junior Caminero,MLB,TB,RBIs,COL,1.5,demon
Nick Martini,MLB,COL,Hits+Runs+RBIs,TB,0.5,goblin
Hunter Goodman,MLB,COL,Total Bases,TB,0.5,goblin
Junior Caminero,MLB,TB,Runs,COL,1.5,demon
Ezequiel Tovar,MLB,COL,Doubles,TB,0.5,demon
Ryan McMahon,MLB,COL,Total Bases,TB,1.5,demon
Kris Bryant,MLB,COL,Walks,TB,0.5,demon
Nick Martini,MLB,COL,Hits+Runs+RBIs,TB,1.5,demon
Ezequiel Tovar,MLB,COL,Total Bases,TB,0.5,goblin
Yandy Díaz,MLB,TB,Walks,COL,0.5,demon
Brandon Lowe,MLB,TB,Total Bases,COL,1.5,demon
Kris Bryant,MLB,COL,Doubles,TB,0.5,demon
Brenton Doyle,MLB,COL,Total Bases,TB,3.5,demon
Danny Jansen,MLB,TB,Total Bases,COL,1.5,demon
Brandon Lowe,MLB,TB,Total Bases,COL,4.5,demon
Jonathan Aranda,MLB,TB,Total Bases,COL,2.5,demon
Jonny DeLuca,MLB,TB,Hits,COL,1.5,demon
Hunter Goodman,MLB,COL,Hits,TB,0.5,goblin
Danny Jansen,MLB,TB,Hits,COL,1.5,demon
Yandy Díaz,MLB,TB,Runs,COL,1.5,demon
Nick Martini,MLB,COL,Hits,TB,1.5,demon
Kris Bryant,MLB,COL,Hits+Runs+RBIs,TB,0.5,goblin
Jonathan Aranda,MLB,TB,Total Bases,COL,1.5,demon
Ezequiel Tovar,MLB,COL,Total Bases,TB,3.5,demon
Taylor Walls,MLB,TB,Total Bases,COL,3.5,demon
Ezequiel Tovar,MLB,COL,Hits,TB,1.5,demon
Nick Martini,MLB,COL,Total Bases,TB,2.5,demon
Ezequiel Tovar,MLB,COL,RBIs,TB,0.5,demon
Hunter Goodman,MLB,COL,Runs,TB,0.5,demon
Jonny DeLuca,MLB,TB,Total Bases,COL,1.5,demon
Jonathan Aranda,MLB,TB,Total Bases,COL,0.5,goblin
Antonio Senzatela,MLB,COL,Pitching Outs,TB,14.5,goblin
Hunter Goodman,MLB,COL,RBIs,TB,0.5,demon
Michael Toglia,MLB,COL,Walks,TB,0.5,demon
Nick Martini,MLB,COL,RBIs,TB,0.5,demon
Christopher Morel,MLB,TB,Total Bases,COL,4.5,demon
Oneil Cruz,MLB,PIT,Runs,MIA,0.5,standard
Nick Martini,MLB,COL,Total Bases,TB,1.5,demon
Yandy Díaz,MLB,TB,Hits+Runs+RBIs,COL,2.5,demon
Julio Rodríguez,MLB,SEA,Stolen Bases,ATH,0.5,demon
Ke'Bryan Hayes,MLB,PIT,Home Runs,MIA,0.5,demon
Bailey Falter,MLB,PIT,Pitcher Strikeouts,MIA,3.0,standard
Ke'Bryan Hayes,MLB,PIT,Hits+Runs+RBIs,MIA,1.5,standard
Bryan Reynolds,MLB,PIT,Runs,MIA,0.5,standard
Zack Littell,MLB,TB,Pitcher Fantasy Score,COL,30.5,standard
Lawrence Butler,MLB,OAK,Stolen Bases,SEA,0.5,demon
Kris Bryant,MLB,COL,Home Runs,TB,0.5,demon
Otto Lopez,MLB,MIA,Hits+Runs+RBIs,PIT,1.5,standard
Luke Raley Jr.,MLB,SEA,Stolen Bases,ATH,0.5,demon
Kyle Stowers,MLB,MIA,Home Runs,PIT,0.5,demon
Eric Wagaman,MLB,MIA,Hits+Runs+RBIs,PIT,1.5,standard
Randy Arozarena,MLB,SEA,Stolen Bases,ATH,0.5,demon
Luis Matos,MLB,SF,Home Runs,CIN,0.5,demon
Ryan Bliss,MLB,SEA,Stolen Bases,ATH,0.5,demon
Matt Chapman,MLB,SF,Home Runs,CIN,0.5,demon
Victor Robles,MLB,SEA,Stolen Bases,ATH,0.5,demon
Matt McLain,MLB,CIN,Home Runs,SF,0.5,demon
Michael Toglia,MLB,COL,Home Runs,TB,0.5,demon
Mike Yastrzemski,MLB,SF,Home Runs,CIN,0.5,demon
Nick Martini,MLB,COL,Home Runs,TB,0.5,demon
Zack Littell,MLB,TB,Pitcher Strikeouts,COL,6.5,demon
Antonio Senzatela,MLB,COL,Pitcher Strikeouts,TB,4.5,demon
Zack Littell,MLB,TB,Pitcher Strikeouts,COL,3.5,goblin
Zack Littell,MLB,TB,Walks Allowed,COL,0.5,goblin
Antonio Senzatela,MLB,COL,Earned Runs Allowed,TB,1.5,goblin
Oneil Cruz,MLB,PIT,Home Runs,MIA,0.5,demon
Zack Littell,MLB,TB,Hits Allowed,COL,6.5,demon
Zack Littell,MLB,TB,Pitcher Strikeouts,COL,8.5,demon
Zack Littell,MLB,TB,Hits Allowed,COL,3.5,goblin
Antonio Senzatela,MLB,COL,Hits Allowed,TB,3.5,goblin
Zack Littell,MLB,TB,Earned Runs Allowed,COL,2.5,demon
Zack Littell,MLB,TB,Hits Allowed,COL,5.5,demon
Antonio Senzatela,MLB,COL,Walks Allowed,TB,1.5,goblin
Antonio Senzatela,MLB,COL,Pitcher Strikeouts,TB,2.5,goblin
Zack Littell,MLB,TB,Pitcher Strikeouts,COL,7.5,demon
Antonio Senzatela,MLB,COL,Pitcher Strikeouts,TB,5.5,demon
Zack Littell,MLB,TB,Pitcher Strikeouts,COL,4.5,goblin
Antonio Senzatela,MLB,COL,Hits Allowed,TB,6.5,demon
Patrick Bailey,MLB,SF,Home Runs,CIN,0.5,demon
Ryan McMahon,MLB,COL,Home Runs,TB,0.5,demon
Spencer Steer,MLB,CIN,Home Runs,SF,0.5,demon
TJ Friedl,MLB,CIN,Home Runs,SF,0.5,demon
Tommy Pham,MLB,PIT,Home Runs,MIA,0.5,demon
Tyler Fitzgerald,MLB,SF,Home Runs,CIN,0.5,demon
Wilmer Flores,MLB,SF,Home Runs,CIN,0.5,demon
Yandy Díaz,MLB,TB,Home Runs,COL,0.5,demon
Adolis García,MLB,TEX,Home Runs,BOS,0.5,demon
Joey Bart,MLB,PIT,Walks,MIA,0.5,demon
Bryan Reynolds,MLB,PIT,RBIs,MIA,1.5,demon
Endy Rodríguez,MLB,PIT,RBIs,MIA,1.5,demon
Isiah Kiner-Falefa,MLB,PIT,Total Bases,MIA,0.5,goblin
Andrew McCutchen,MLB,PIT,Hits,MIA,0.5,goblin
Jonah Bride,MLB,MIA,Total Bases,PIT,1.5,demon
Jonah Bride,MLB,MIA,Hits,PIT,1.5,demon
Jonah Bride,MLB,MIA,Doubles,PIT,0.5,demon
Xavier Edwards,MLB,MIA,Hits,PIT,0.5,goblin
Tommy Pham,MLB,PIT,Hits+Runs+RBIs,MIA,2.5,demon
Oneil Cruz,MLB,PIT,RBIs,MIA,1.5,demon
Isiah Kiner-Falefa,MLB,PIT,Runs,MIA,0.5,demon
Nick Fortes,MLB,MIA,Total Bases,PIT,1.5,demon
Joey Bart,MLB,PIT,RBIs,MIA,0.5,demon
Ke'Bryan Hayes,MLB,PIT,RBIs,MIA,1.5,demon
Ke'Bryan Hayes,MLB,PIT,Runs,MIA,0.5,demon
Nick Fortes,MLB,MIA,RBIs,PIT,0.5,demon
Dane Myers,MLB,MIA,RBIs,PIT,1.5,demon
Jonah Bride,MLB,MIA,Hits+Runs+RBIs,PIT,0.5,goblin
Derek Hill,MLB,MIA,Hits+Runs+RBIs,PIT,0.5,goblin
Dane Myers,MLB,MIA,Hits+Runs+RBIs,PIT,0.5,goblin
Xavier Edwards,MLB,MIA,Hits,PIT,1.5,demon
Derek Hill,MLB,MIA,Hits,PIT,0.5,goblin
Endy Rodríguez,MLB,PIT,Hits,MIA,0.5,goblin
Otto Lopez,MLB,MIA,Hits,PIT,0.5,goblin
Andrew McCutchen,MLB,PIT,Hits+Runs+RBIs,MIA,2.5,demon
Oneil Cruz,MLB,PIT,Total Bases,MIA,3.5,demon
Andrew McCutchen,MLB,PIT,Total Bases,MIA,2.5,demon
Xavier Edwards,MLB,MIA,Total Bases,PIT,0.5,goblin
Ke'Bryan Hayes,MLB,PIT,Hits+Runs+RBIs,MIA,2.5,demon
Andrew McCutchen,MLB,PIT,Total Bases,MIA,0.5,goblin
Otto Lopez,MLB,MIA,Walks,PIT,0.5,demon
Tommy Pham,MLB,PIT,RBIs,MIA,0.5,demon
Bryan Reynolds,MLB,PIT,Hits+Runs+RBIs,MIA,2.5,demon
Bryan Reynolds,MLB,PIT,Hits,MIA,1.5,demon
Kyle Stowers,MLB,MIA,Total Bases,PIT,1.5,demon
Derek Hill,MLB,MIA,Hits,PIT,1.5,demon
Kyle Stowers,MLB,MIA,RBIs,PIT,0.5,demon
Derek Hill,MLB,MIA,Total Bases,PIT,0.5,goblin
Tommy Pham,MLB,PIT,Total Bases,MIA,2.5,demon
Valente Bellozo,MLB,MIA,Earned Runs Allowed,PIT,2.5,standard
Ke'Bryan Hayes,MLB,PIT,Total Bases,MIA,0.5,goblin
Oneil Cruz,MLB,PIT,Runs,MIA,1.5,demon
Ke'Bryan Hayes,MLB,PIT,RBIs,MIA,0.5,demon
Derek Hill,MLB,MIA,Total Bases,PIT,1.5,demon
Oneil Cruz,MLB,PIT,Hits,MIA,1.5,demon
Javier Sanoja,MLB,MIA,Hits,PIT,1.5,demon
Joey Bart,MLB,PIT,Total Bases,MIA,2.5,demon
Javier Sanoja,MLB,MIA,Total Bases,PIT,2.5,demon
Kyle Stowers,MLB,MIA,Walks,PIT,0.5,demon
Dane Myers,MLB,MIA,Hits,PIT,1.5,demon
Dane Myers,MLB,MIA,Total Bases,PIT,1.5,demon
Bryan Reynolds,MLB,PIT,Total Bases,MIA,2.5,demon
Joey Bart,MLB,PIT,Hits,MIA,0.5,goblin
Andrew McCutchen,MLB,PIT,Total Bases,MIA,3.5,demon
Xavier Edwards,MLB,MIA,Total Bases,PIT,1.5,demon
Isiah Kiner-Falefa,MLB,PIT,Total Bases,MIA,1.5,demon
Joey Bart,MLB,PIT,Total Bases,MIA,3.5,demon
Otto Lopez,MLB,MIA,Hits+Runs+RBIs,PIT,2.5,demon
Isiah Kiner-Falefa,MLB,PIT,Hits,MIA,0.5,goblin
Jonah Bride,MLB,MIA,RBIs,PIT,0.5,demon
Joey Bart,MLB,PIT,Hits+Runs+RBIs,MIA,2.5,demon
Bryan Reynolds,MLB,PIT,RBIs,MIA,0.5,demon
Oneil Cruz,MLB,PIT,Total Bases,MIA,0.5,goblin
Tommy Pham,MLB,PIT,Hits,MIA,1.5,demon
Kyle Stowers,MLB,MIA,Total Bases,PIT,3.5,demon
Javier Sanoja,MLB,MIA,Total Bases,PIT,1.5,demon
Nick Fortes,MLB,MIA,Runs,PIT,0.5,demon
Xavier Edwards,MLB,MIA,Runs,PIT,1.5,demon
Xavier Edwards,MLB,MIA,RBIs,PIT,0.5,demon
Xavier Edwards,MLB,MIA,Hits,PIT,2.5,demon
Tommy Pham,MLB,PIT,Doubles,MIA,0.5,demon
Xavier Edwards,MLB,MIA,Doubles,PIT,0.5,demon
Otto Lopez,MLB,MIA,Total Bases,PIT,2.5,demon
Otto Lopez,MLB,MIA,Total Bases,PIT,1.5,demon
Otto Lopez,MLB,MIA,RBIs,PIT,1.5,demon
Otto Lopez,MLB,MIA,Doubles,PIT,0.5,demon
Nick Fortes,MLB,MIA,Walks,PIT,0.5,demon
Nick Fortes,MLB,MIA,Total Bases,PIT,2.5,demon
Otto Lopez,MLB,MIA,Hits,PIT,1.5,demon
Nick Fortes,MLB,MIA,Hits+Runs+RBIs,PIT,0.5,goblin
Nick Fortes,MLB,MIA,Doubles,PIT,0.5,demon
Kyle Stowers,MLB,MIA,Total Bases,PIT,2.5,demon
Kyle Stowers,MLB,MIA,Doubles,PIT,0.5,demon
Jonah Bride,MLB,MIA,Total Bases,PIT,3.5,demon
Jonah Bride,MLB,MIA,Total Bases,PIT,2.5,demon
Jonah Bride,MLB,MIA,RBIs,PIT,1.5,demon
Javier Sanoja,MLB,MIA,Walks,PIT,0.5,demon
Javier Sanoja,MLB,MIA,Runs,PIT,0.5,demon
Javier Sanoja,MLB,MIA,RBIs,PIT,0.5,demon
Otto Lopez,MLB,MIA,RBIs,PIT,0.5,demon
Javier Sanoja,MLB,MIA,Hits+Runs+RBIs,PIT,0.5,goblin
Javier Sanoja,MLB,MIA,Doubles,PIT,0.5,demon
Derek Hill,MLB,MIA,Total Bases,PIT,2.5,demon
Derek Hill,MLB,MIA,RBIs,PIT,1.5,demon
Otto Lopez,MLB,MIA,Runs,PIT,0.5,demon
Derek Hill,MLB,MIA,Doubles,PIT,0.5,demon
Dane Myers,MLB,MIA,Walks,PIT,0.5,demon
Dane Myers,MLB,MIA,Total Bases,PIT,2.5,demon
Dane Myers,MLB,MIA,Doubles,PIT,0.5,demon
Xavier Edwards,MLB,MIA,Total Bases,PIT,3.5,demon
Xavier Edwards,MLB,MIA,Total Bases,PIT,2.5,demon
Isiah Kiner-Falefa,MLB,PIT,Hits+Runs+RBIs,MIA,0.5,goblin
Tommy Pham,MLB,PIT,Runs,MIA,1.5,demon
Oneil Cruz,MLB,PIT,Total Bases,MIA,4.5,demon
Derek Hill,MLB,MIA,Runs,PIT,0.5,demon
Endy Rodríguez,MLB,PIT,Total Bases,MIA,3.5,demon
Oneil Cruz,MLB,PIT,Total Bases,MIA,2.5,demon
Ke'Bryan Hayes,MLB,PIT,Walks,MIA,0.5,demon
Ke'Bryan Hayes,MLB,PIT,Total Bases,MIA,2.5,demon
Ke'Bryan Hayes,MLB,PIT,Hits,MIA,1.5,demon
Ke'Bryan Hayes,MLB,PIT,Doubles,MIA,0.5,demon
Joey Bart,MLB,PIT,Total Bases,MIA,4.5,demon
Joey Bart,MLB,PIT,Runs,MIA,1.5,demon
Bryan Reynolds,MLB,PIT,Hits,MIA,0.5,goblin
Ke'Bryan Hayes,MLB,PIT,Hits,MIA,0.5,goblin
Xavier Edwards,MLB,MIA,Singles,PIT,0.5,goblin
Joey Bart,MLB,PIT,RBIs,MIA,1.5,demon
Joey Bart,MLB,PIT,Hits,MIA,1.5,demon
Joey Bart,MLB,PIT,Doubles,MIA,0.5,demon
Isiah Kiner-Falefa,MLB,PIT,Walks,MIA,0.5,demon
Isiah Kiner-Falefa,MLB,PIT,Total Bases,MIA,2.5,demon
Isiah Kiner-Falefa,MLB,PIT,Hits,MIA,1.5,demon
Isiah Kiner-Falefa,MLB,PIT,Doubles,MIA,0.5,demon
Endy Rodríguez,MLB,PIT,Total Bases,MIA,2.5,demon
Endy Rodríguez,MLB,PIT,Runs,MIA,0.5,demon
Tommy Pham,MLB,PIT,Hits,MIA,0.5,goblin
Endy Rodríguez,MLB,PIT,Hits+Runs+RBIs,MIA,0.5,goblin
Xavier Edwards,MLB,MIA,Walks,PIT,0.5,demon
Endy Rodríguez,MLB,PIT,Doubles,MIA,0.5,demon
Bryan Reynolds,MLB,PIT,Total Bases,MIA,4.5,demon
Bryan Reynolds,MLB,PIT,Doubles,MIA,0.5,demon
Andrew McCutchen,MLB,PIT,Total Bases,MIA,4.5,demon
Andrew McCutchen,MLB,PIT,Runs,MIA,1.5,demon
Andrew McCutchen,MLB,PIT,RBIs,MIA,1.5,demon
Andrew McCutchen,MLB,PIT,Doubles,MIA,0.5,demon
Tommy Pham,MLB,PIT,Total Bases,MIA,4.5,demon
Tommy Pham,MLB,PIT,Total Bases,MIA,3.5,demon
Tommy Pham,MLB,PIT,Walks,MIA,0.5,demon
Ke'Bryan Hayes,MLB,PIT,Total Bases,MIA,1.5,demon
Tommy Pham,MLB,PIT,Total Bases,MIA,0.5,goblin
Tommy Pham,MLB,PIT,RBIs,MIA,1.5,demon
Oneil Cruz,MLB,PIT,Doubles,MIA,0.5,demon
Kyle Stowers,MLB,MIA,RBIs,PIT,1.5,demon
Ke'Bryan Hayes,MLB,PIT,Total Bases,MIA,3.5,demon
Otto Lopez,MLB,MIA,Total Bases,PIT,3.5,demon
Jonah Bride,MLB,MIA,Runs,PIT,0.5,demon
Endy Rodríguez,MLB,PIT,Total Bases,MIA,1.5,demon
Derek Hill,MLB,MIA,Walks,PIT,0.5,demon
Dane Myers,MLB,MIA,Total Bases,PIT,3.5,demon
Dane Myers,MLB,MIA,RBIs,PIT,0.5,demon
Bryan Reynolds,MLB,PIT,Total Bases,MIA,3.5,demon
Bryan Reynolds,MLB,PIT,Runs,MIA,1.5,demon
Andrew McCutchen,MLB,PIT,Hits,MIA,1.5,demon
Isiah Kiner-Falefa,MLB,PIT,RBIs,MIA,0.5,demon
Nick Fortes,MLB,MIA,Hits,PIT,1.5,demon
Kyle Stowers,MLB,MIA,Runs,PIT,0.5,demon
Joey Bart,MLB,PIT,Total Bases,MIA,1.5,demon
Kyle Stowers,MLB,MIA,Hits,PIT,1.5,demon
Derek Hill,MLB,MIA,RBIs,PIT,0.5,demon
Xavier Edwards,MLB,MIA,Hits+Runs+RBIs,PIT,2.5,demon
Oneil Cruz,MLB,PIT,Hits,MIA,0.5,goblin
Joey Bart,MLB,PIT,Total Bases,MIA,0.5,goblin
Derek Hill,MLB,MIA,Total Bases,PIT,3.5,demon
Bryan Reynolds,MLB,PIT,Total Bases,MIA,0.5,goblin
Bryan Reynolds,MLB,PIT,Walks,MIA,0.5,demon
Endy Rodríguez,MLB,PIT,Hits,MIA,1.5,demon
Endy Rodríguez,MLB,PIT,RBIs,MIA,0.5,demon
Endy Rodríguez,MLB,PIT,Walks,MIA,0.5,demon
Andrew McCutchen,MLB,PIT,RBIs,MIA,0.5,demon
Alex Bregman,MLB,BOS,Home Runs,TEX,0.5,demon
Justin Verlander,MLB,SF,Pitching Outs,CIN,15.5,demon
Justin Verlander,MLB,SF,Pitcher Strikeouts,CIN,4.5,standard
Ceddanne Rafaela,MLB,BOS,Home Runs,TEX,0.5,demon
Christian Encarnacion-Strand,MLB,CIN,Hits+Runs+RBIs,SF,1.5,standard
Connor Wong,MLB,BOS,Home Runs,TEX,0.5,demon
Matt Chapman,MLB,SF,Runs,CIN,0.5,standard
Corey Seager,MLB,TEX,Home Runs,BOS,0.5,demon
Elly De La Cruz,MLB,CIN,Runs,SF,0.5,standard
Jake Burger,MLB,TEX,Home Runs,BOS,0.5,demon
